order_id,customer_age,customer_tenure_days,product_category,product_price,days_since_last_purchase,previous_returns,product_rating,discount_applied,size_purchased,is_return
7766,34,681,Fashion,49.48,9,0,4.8,0,L,1
3574,37,338,Electronics,42.6,157,0,2.7,0,,0
38,18,764,Fashion,11.88,67,0,4.5,0,M,1
9101,30,189,Electronics,71.82,21,1,3.9,0,,0
7438,34,51,Fashion,10.0,23,1,3.4,0,XL,1
6218,20,460,Fashion,27.39,1,0,3.8,1,L,0
5656,25,99,Fashion,12.32,22,0,5.0,0,XL,1
5068,54,206,Electronics,30.54,86,0,3.9,0,,0
5558,47,243,Electronics,31.26,70,0,4.4,0,,1
5737,41,20,Fashion,84.33,133,1,3.6,0,M,1
4898,21,336,Fashion,23.87,49,1,3.9,0,L,0
4022,18,246,Electronics,10.0,65,0,4.4,1,,0
2045,25,291,Electronics,23.37,15,1,4.8,1,,0
8091,22,674,Fashion,15.7,46,0,4.5,0,L,0
2533,41,369,Fashion,25.21,7,2,4.4,0,M,0
1943,38,180,Electronics,39.03,35,0,3.5,0,,0
7737,67,199,Home_Decor,36.19,69,0,4.1,0,,0
152,39,262,Home_Decor,31.39,7,0,4.1,0,,0
5049,48,153,Home_Decor,21.55,47,0,4.8,0,,0
7606,26,2164,Home_Decor,32.78,84,1,4.4,1,,0
7236,50,23,Fashion,10.74,57,0,2.8,0,M,0
1709,33,677,Electronics,10.0,60,1,5.0,0,,0
684,40,110,Electronics,42.64,41,1,3.5,1,,0
3914,24,285,Fashion,27.03,16,0,5.0,0,M,0
703,26,699,Fashion,274.33,20,0,4.8,1,S,0
7528,30,598,Electronics,14.78,14,0,3.6,0,,0
2129,43,124,Home_Decor,52.85,99,0,5.0,0,,0
8056,40,85,Electronics,53.82,32,2,4.4,0,,0
4744,39,156,Fashion,30.47,27,1,4.2,0,L,0
7045,44,229,Electronics,27.18,7,1,3.5,0,,1
6366,56,148,Electronics,85.45,99,0,4.3,0,,0
997,56,232,Electronics,24.4,126,1,3.8,1,,0
5807,18,860,Fashion,10.1,116,1,3.4,1,XXL,0
924,26,200,Electronics,30.41,113,0,3.2,1,,0
2938,32,86,Electronics,89.26,3,0,4.2,0,,0
5546,18,310,Fashion,16.66,14,1,4.3,1,L,0
773,42,173,Home_Decor,91.47,126,0,4.8,0,,0
1014,26,691,Home_Decor,28.24,28,1,3.6,0,,0
5507,22,778,Fashion,103.93,0,1,3.3,0,L,0
2532,23,285,Electronics,27.77,19,0,4.5,0,,1
6647,41,175,Electronics,22.45,18,0,4.2,0,,0
5962,60,473,Fashion,66.12,54,0,4.7,0,XXL,1
274,35,408,Electronics,55.04,47,0,3.8,1,,0
7568,20,5,Fashion,27.5,14,0,4.1,0,S,1
8108,44,1809,Fashion,19.74,21,0,3.5,0,M,0
3655,36,1163,Fashion,20.87,31,1,4.6,0,L,1
5323,48,128,Fashion,11.4,27,2,4.2,1,M,0
3590,30,33,Fashion,34.17,7,1,5.0,0,L,1
2500,39,79,Fashion,72.04,7,0,4.1,0,S,0
9737,40,130,Electronics,50.87,142,0,3.4,1,,0
3908,18,1461,Fashion,62.49,20,0,4.3,0,S,0
9919,32,144,Electronics,78.81,7,1,4.8,0,,1
4682,28,44,Fashion,98.36,56,1,3.2,1,S,0
9830,27,1356,Fashion,60.12,41,3,4.5,0,XL,0
5506,45,31,Home_Decor,14.49,55,0,4.2,0,,0
615,64,354,Home_Decor,35.26,16,0,3.7,0,,0
3437,41,550,Fashion,92.58,0,0,4.2,0,L,0
273,48,121,Fashion,14.13,48,0,4.4,0,L,0
8463,40,1081,Fashion,10.0,7,0,4.5,0,XL,0
8386,18,229,Fashion,21.76,12,1,4.0,1,M,0
1880,25,334,Electronics,45.11,43,0,4.2,1,,0
9163,43,141,Fashion,63.16,25,0,4.2,0,L,0
1050,51,564,Fashion,33.28,66,1,4.5,1,M,0
1432,44,822,Fashion,69.66,4,0,2.9,0,M,0
3519,50,136,Electronics,43.21,30,0,4.3,0,,0
4150,37,23,Fashion,65.93,23,0,3.7,0,M,1
2790,37,8,Home_Decor,46.98,20,1,4.0,0,,0
3536,54,1352,Fashion,10.14,54,2,3.9,0,S,0
6116,22,496,Fashion,28.82,170,0,4.8,0,L,1
2461,35,712,Fashion,19.27,21,1,4.1,0,S,0
1385,43,407,Fashion,30.4,63,0,3.8,1,S,1
4109,32,381,Fashion,18.5,94,0,5.0,0,XXL,0
2193,59,122,Fashion,45.8,36,0,5.0,0,M,1
2813,55,339,Fashion,248.43,33,0,3.9,1,S,1
587,29,86,Fashion,66.69,44,1,4.7,0,S,0
2089,29,265,Fashion,92.64,9,1,4.7,1,M,0
7398,36,203,Fashion,25.84,23,0,3.6,0,L,0
6781,49,77,Fashion,10.0,37,2,3.4,1,XXL,1
8275,21,619,Electronics,185.84,176,0,3.0,0,,0
4139,45,211,Fashion,109.3,52,0,4.2,0,XS,0
9739,46,383,Electronics,43.84,69,0,4.5,0,,0
1668,28,1189,Electronics,66.7,65,1,3.8,0,,0
5127,31,877,Electronics,17.0,43,2,2.5,0,,0
6495,22,294,Electronics,52.74,60,0,4.8,0,,0
7467,31,23,Home_Decor,14.07,22,0,4.2,1,,0
8520,48,4,Home_Decor,27.53,147,0,4.6,0,,0
631,18,157,Fashion,23.14,60,0,5.0,0,XL,0
1713,18,1001,Fashion,32.06,58,1,3.7,0,M,0
9731,19,1365,Fashion,10.73,3,1,4.3,1,M,1
4024,44,138,Fashion,26.13,83,1,2.8,0,L,1
2886,29,23,Home_Decor,61.33,20,0,3.9,1,,0
4681,32,366,Fashion,27.41,40,1,2.6,0,M,0
6100,26,150,Fashion,39.87,4,0,3.9,0,S,0
1038,18,42,Home_Decor,83.09,64,0,3.2,0,,0
3305,48,989,Fashion,13.42,65,1,3.4,1,L,0
6415,39,88,Home_Decor,17.79,35,2,3.0,1,,1
6760,36,213,Fashion,31.45,15,0,4.2,0,M,1
461,58,443,Electronics,16.35,37,0,3.8,0,,0
9519,32,190,Fashion,43.45,67,0,3.3,0,M,0
1111,32,570,Fashion,56.53,0,0,3.4,1,M,0
1675,54,56,Electronics,87.9,89,1,4.4,0,,1
6477,47,49,Electronics,18.43,139,0,3.4,0,,0
4066,27,371,Electronics,56.43,3,0,3.9,0,,0
9783,21,122,Electronics,36.25,78,0,4.4,1,,0
986,21,299,Electronics,29.41,87,0,4.3,0,,0
4884,40,41,Fashion,44.74,21,0,4.5,1,L,0
8684,44,417,Home_Decor,31.79,59,0,5.0,1,,0
5599,36,392,Fashion,39.59,51,1,4.2,1,M,0
5294,23,3,Fashion,13.27,47,2,4.4,0,M,1
2395,33,35,Electronics,180.57,53,1,4.0,0,,1
4073,18,265,Electronics,117.19,23,0,3.7,0,,0
5941,19,975,Electronics,17.65,10,1,4.0,0,,0
3436,45,6,Fashion,61.68,22,0,4.1,0,L,0
8485,58,423,Fashion,23.61,34,1,4.0,1,M,0
7452,40,161,Fashion,41.64,24,1,3.6,1,L,0
5334,49,187,Fashion,91.58,7,1,3.8,0,XL,0
2740,45,122,Home_Decor,23.05,21,0,3.9,1,,0
4400,46,1155,Fashion,64.32,1,1,5.0,0,S,0
6192,22,204,Fashion,12.71,60,0,3.7,0,L,0
1519,22,224,Fashion,35.64,75,0,2.8,0,XL,1
8973,27,1281,Home_Decor,21.83,3,0,4.5,0,,0
8208,18,143,Fashion,19.38,69,0,4.4,0,L,0
5456,51,342,Fashion,42.22,233,0,3.3,0,L,1
9572,28,70,Electronics,32.57,9,0,5.0,0,,0
1489,18,775,Electronics,101.09,68,2,3.4,0,,0
5873,39,552,Fashion,26.72,101,2,4.1,0,M,0
1220,60,4,Fashion,43.94,128,1,4.4,0,XL,0
2093,42,308,Fashion,41.2,12,0,4.2,1,XS,1
7911,39,251,Electronics,70.98,24,1,3.7,0,,0
7639,52,167,Fashion,26.09,10,0,3.3,0,M,0
5728,32,337,Fashion,16.44,1,1,4.0,0,XS,0
5817,25,281,Electronics,54.46,2,0,4.6,0,,0
6609,25,928,Fashion,11.71,24,1,4.2,0,M,0
2975,45,830,Fashion,15.37,23,0,3.0,0,M,1
9923,18,250,Fashion,40.62,22,1,3.3,1,M,1
9224,18,22,Electronics,18.89,45,0,4.1,0,,1
9033,40,20,Fashion,93.81,141,0,3.4,0,M,1
2696,52,31,Electronics,15.63,6,0,2.7,0,,0
2875,34,18,Electronics,13.69,108,1,3.6,0,,0
3697,28,6,Fashion,42.13,19,1,3.7,1,XXL,0
3542,52,150,Electronics,17.53,27,2,3.7,0,,0
6124,37,548,Electronics,42.99,42,1,4.2,1,,0
1982,18,288,Fashion,37.83,7,0,5.0,0,M,1
7033,41,421,Fashion,59.79,28,1,3.8,1,S,0
8094,29,33,Fashion,24.16,44,0,3.6,0,L,0
2815,56,347,Fashion,24.45,16,1,3.3,0,L,0
9781,29,1376,Fashion,10.0,67,0,3.6,1,L,0
4780,18,262,Fashion,482.3,39,1,3.9,0,M,1
4433,37,649,Fashion,28.77,25,0,4.6,0,M,1
1971,42,438,Electronics,11.54,72,1,4.5,0,,0
8059,37,509,Electronics,12.91,69,1,3.4,1,,0
2991,53,102,Fashion,28.85,1,0,5.0,1,L,1
1515,34,759,Fashion,10.0,18,1,4.2,0,M,1
3739,30,99,Electronics,49.35,21,0,3.7,1,,0
958,40,191,Electronics,48.18,11,0,5.0,1,,1
4604,50,708,Electronics,39.4,158,2,4.5,1,,0
5670,51,85,Electronics,60.34,45,0,5.0,0,,0
9661,34,6,Electronics,79.21,12,1,4.6,0,,0
9150,40,329,Home_Decor,22.9,2,1,3.3,0,,0
6255,30,418,Fashion,14.49,14,1,3.7,0,M,0
1654,30,8,Fashion,33.25,51,1,4.2,1,L,0
2347,29,737,Fashion,22.12,17,2,4.4,0,L,0
6402,25,45,Electronics,49.82,22,3,4.2,0,,1
3358,18,256,Fashion,49.06,8,0,5.0,0,S,1
9225,18,1503,Fashion,25.14,79,1,3.8,1,XS,0
2476,43,197,Home_Decor,73.09,58,1,3.3,0,,0
7576,18,551,Home_Decor,18.35,43,0,4.3,0,,0
8425,42,81,Electronics,63.53,10,0,3.9,1,,1
2180,35,1638,Fashion,32.53,19,0,3.3,1,S,0
2945,38,114,Fashion,25.34,30,0,3.4,1,M,0
3237,47,79,Electronics,27.25,18,1,3.6,0,,0
7028,21,83,Electronics,27.53,33,1,3.5,0,,1
1878,32,159,Electronics,10.0,143,0,4.2,1,,0
9648,34,97,Fashion,31.91,11,0,3.1,0,S,0
4345,27,343,Fashion,40.25,8,1,3.7,1,L,1
9642,39,381,Electronics,46.06,6,1,2.6,1,,0
897,32,189,Fashion,21.71,102,0,4.6,1,L,1
3754,29,108,Fashion,25.21,53,0,4.2,0,M,0
100,32,999,Fashion,11.21,79,1,3.5,1,M,1
4388,18,32,Fashion,288.64,192,0,4.3,1,M,0
5995,45,187,Electronics,57.27,80,1,4.5,0,,1
676,25,415,Electronics,12.45,44,0,4.2,0,,0
6656,56,9,Home_Decor,58.77,80,1,5.0,1,,0
4077,30,89,Fashion,10.0,5,0,4.5,0,XL,0
9569,60,806,Fashion,35.15,14,1,3.7,0,L,0
7382,39,879,Home_Decor,29.21,7,0,4.0,1,,0
7472,31,141,Fashion,71.35,24,0,3.8,0,XS,0
7776,42,405,Fashion,13.1,105,0,4.7,0,S,0
3738,33,825,Home_Decor,30.15,10,2,3.4,0,,0
3384,47,272,Fashion,16.99,98,1,4.3,0,M,0
7436,38,124,Fashion,35.15,39,2,2.6,0,S,1
2196,27,427,Electronics,195.64,121,0,4.1,0,,1
7202,35,353,Fashion,41.26,87,0,4.1,0,M,0
359,38,14,Electronics,13.58,45,1,4.5,1,,0
5327,28,474,Home_Decor,10.0,39,1,3.8,1,,0
2889,30,916,Fashion,23.4,107,0,4.0,0,M,1
487,27,100,Electronics,80.02,47,2,4.5,0,,0
2690,42,955,Electronics,95.28,49,1,4.7,0,,0
1422,47,284,Electronics,16.07,152,0,5.0,0,,0
8335,47,567,Electronics,26.38,9,0,3.7,1,,0
4746,31,95,Fashion,20.34,60,1,2.5,1,L,0
1820,23,658,Home_Decor,62.16,49,1,3.0,0,,1
6714,38,4,Electronics,15.14,33,1,4.2,1,,0
6782,35,112,Fashion,13.23,66,0,3.9,0,XXL,0
1232,18,47,Home_Decor,41.19,50,2,2.9,0,,0
6130,18,805,Home_Decor,28.64,15,0,4.2,1,,0
6050,24,6,Home_Decor,10.56,27,0,4.4,0,,1
6418,52,368,Fashion,94.66,2,1,4.5,0,S,1
9635,34,244,Home_Decor,19.42,28,1,4.3,1,,0
1267,33,349,Fashion,14.08,11,0,3.4,0,S,1
2255,19,926,Fashion,42.03,18,2,4.7,1,M,1
204,47,779,Electronics,25.81,24,0,5.0,0,,0
3135,35,306,Fashion,58.15,5,0,3.7,1,L,0
2301,47,193,Fashion,94.77,47,1,4.1,0,S,0
6127,49,44,Electronics,186.2,38,1,4.3,0,,0
6538,43,524,Fashion,101.59,36,0,3.8,0,S,0
2977,50,104,Fashion,60.22,4,1,3.9,0,L,0
4800,43,7,Electronics,44.21,32,0,3.5,0,,0
4547,33,432,Fashion,10.0,54,0,4.6,1,S,1
5491,30,138,Fashion,11.2,116,1,3.7,0,XL,0
2338,35,90,Fashion,36.89,19,0,4.4,1,M,0
3566,35,120,Home_Decor,10.0,29,0,3.5,0,,0
9233,35,289,Electronics,31.45,27,1,3.6,0,,0
9193,42,384,Fashion,54.47,73,2,3.6,1,L,0
2431,41,404,Electronics,25.49,8,0,3.3,0,,0
4425,24,1196,Home_Decor,93.57,38,0,3.3,0,,0
1927,18,242,Fashion,23.47,5,0,3.7,1,S,0
6436,31,152,Electronics,32.29,110,0,3.4,1,,0
4845,48,28,Fashion,35.39,41,2,3.6,0,M,1
32,57,53,Home_Decor,154.49,14,1,4.2,0,,1
6598,27,780,Fashion,10.0,93,0,3.1,0,L,1
6905,30,683,Electronics,37.27,48,0,4.1,1,,0
642,55,262,Electronics,10.0,125,1,3.6,0,,0
1043,47,194,Fashion,27.24,44,0,5.0,1,S,0
1202,29,224,Fashion,19.42,7,1,3.0,0,M,1
6552,48,63,Fashion,24.89,6,0,4.4,0,S,0
1897,31,219,Home_Decor,10.0,6,0,3.6,0,,0
2531,40,82,Electronics,19.65,22,1,4.6,1,,0
2551,18,100,Fashion,15.83,71,1,4.5,0,S,0
4581,37,625,Fashion,51.56,23,0,2.9,0,XL,0
1900,31,803,Home_Decor,10.68,8,1,3.6,0,,0
1101,46,519,Home_Decor,31.7,60,2,3.5,0,,0
4659,37,291,Fashion,24.0,146,0,3.6,1,S,0
1046,45,47,Electronics,10.76,41,2,4.1,0,,0
6827,18,188,Fashion,20.19,5,0,3.6,0,S,0
6582,37,346,Electronics,150.45,4,3,4.3,1,,1
5309,25,283,Home_Decor,24.0,56,2,3.3,0,,0
3649,44,204,Electronics,40.1,15,0,3.5,0,,0
9432,25,137,Fashion,27.98,30,1,4.6,0,M,0
4960,41,296,Electronics,10.0,23,0,4.7,0,,1
5120,44,364,Electronics,10.0,12,0,3.7,1,,0
9674,18,183,Electronics,19.99,31,1,4.5,1,,0
2861,28,273,Fashion,20.89,3,1,1.9,0,L,0
5640,37,474,Fashion,129.23,12,0,4.5,1,M,1
5882,51,18,Electronics,60.49,50,0,3.5,1,,0
4397,24,610,Fashion,62.47,51,0,4.8,0,L,1
4871,71,1081,Fashion,14.9,153,1,2.8,0,M,0
3800,22,67,Home_Decor,19.53,44,0,3.5,0,,0
5993,23,77,Home_Decor,20.69,365,1,4.0,0,,0
2105,20,233,Fashion,34.43,0,0,3.9,0,S,1
559,39,193,Fashion,38.72,66,1,3.6,1,S,0
6046,30,608,Fashion,34.19,5,0,4.2,0,L,0
5702,32,668,Fashion,18.96,27,0,4.2,0,XXL,0
6122,36,207,Home_Decor,44.76,103,2,4.2,0,,0
351,38,195,Fashion,11.4,95,1,4.2,0,L,0
9286,18,869,Electronics,19.34,32,0,3.7,0,,0
7789,34,58,Fashion,24.08,97,0,3.2,0,L,0
4592,37,507,Fashion,47.52,19,0,2.9,0,S,0
5825,27,259,Electronics,25.02,86,1,3.9,1,,0
5654,48,430,Home_Decor,95.43,44,0,5.0,0,,0
3732,25,1100,Fashion,18.06,4,1,4.2,0,S,0
8161,33,324,Fashion,35.55,35,0,3.7,0,L,0
6453,21,60,Electronics,10.0,124,0,4.7,0,,0
293,27,1,Fashion,24.54,81,1,4.6,0,M,0
3700,32,107,Fashion,69.68,14,1,4.2,1,M,1
2166,22,203,Electronics,29.76,50,2,3.6,0,,0
2416,38,46,Electronics,153.86,214,1,3.3,0,,0
1605,29,68,Fashion,10.0,48,1,4.0,0,XXL,0
5894,18,376,Electronics,27.11,21,0,3.9,0,,0
1665,50,44,Electronics,10.0,9,0,2.5,0,,0
128,28,1111,Home_Decor,33.69,20,0,3.1,0,,0
6028,18,185,Fashion,18.54,26,1,4.3,0,XL,0
9669,23,838,Home_Decor,23.67,5,0,3.7,0,,0
8045,46,208,Electronics,14.49,49,0,4.3,0,,0
4914,36,168,Electronics,81.27,38,1,4.0,0,,0
4058,40,614,Fashion,34.81,5,0,4.1,1,S,1
5690,32,255,Fashion,62.33,202,1,3.1,0,L,1
1743,35,295,Electronics,39.31,23,0,4.2,1,,0
2056,25,105,Fashion,48.51,97,1,3.3,0,L,0
5559,34,483,Electronics,31.05,14,1,3.7,1,,0
8253,18,1040,Electronics,41.85,144,3,5.0,0,,0
1656,31,318,Fashion,130.56,89,0,3.6,0,M,0
9925,35,245,Home_Decor,129.47,15,0,5.0,1,,0
2726,35,603,Home_Decor,369.09,186,1,4.2,1,,0
3726,41,69,Electronics,12.21,10,1,4.3,0,,1
662,28,1183,Fashion,31.87,2,0,4.1,0,S,0
6054,45,585,Fashion,15.12,20,1,4.7,1,S,0
8816,35,461,Electronics,10.43,88,0,5.0,1,,0
9294,39,204,Electronics,98.11,189,1,4.5,0,,0
4075,29,569,Fashion,34.13,57,0,4.0,0,XS,0
8544,34,319,Fashion,18.01,72,0,4.6,0,S,0
5036,63,543,Fashion,30.26,49,0,4.2,0,L,0
6916,19,264,Fashion,102.2,77,0,3.2,0,L,1
5735,28,1560,Fashion,29.29,13,0,3.7,0,L,0
1347,18,112,Home_Decor,55.91,59,0,4.1,0,,0
1439,40,301,Electronics,10.0,45,0,4.8,0,,0
4691,34,597,Fashion,23.15,13,0,4.0,0,M,1
7903,39,454,Electronics,12.33,51,1,3.8,0,,0
6839,28,595,Fashion,64.01,133,0,3.6,0,S,0
1516,33,155,Fashion,25.9,181,1,4.7,0,M,0
8828,39,431,Electronics,15.75,77,1,4.8,1,,0
1057,34,1073,Fashion,70.15,0,0,3.7,1,M,0
1194,38,128,Electronics,27.8,59,0,4.9,1,,1
7403,33,198,Fashion,73.02,4,1,3.7,0,M,1
9746,42,315,Home_Decor,27.82,44,0,4.4,1,,0
6940,19,175,Electronics,70.48,66,2,4.3,1,,0
1091,34,74,Fashion,26.26,72,0,4.4,0,S,1
4628,26,342,Electronics,26.95,14,1,4.1,0,,0
3383,37,517,Fashion,65.16,152,1,4.1,0,M,1
5450,18,900,Home_Decor,10.0,60,1,4.6,0,,0
846,40,478,Fashion,16.74,31,2,4.1,0,S,0
2371,33,741,Electronics,12.44,17,1,2.6,0,,1
6469,41,117,Electronics,18.09,35,1,2.6,0,,0
9373,27,471,Fashion,12.51,94,0,3.6,0,XL,0
4787,43,139,Fashion,10.0,12,0,3.5,0,M,0
419,49,153,Fashion,19.8,15,1,5.0,1,XL,0
3274,43,116,Fashion,38.34,54,0,4.1,0,M,0
9701,32,786,Fashion,95.21,49,2,4.0,0,M,1
6356,32,994,Electronics,12.77,41,1,3.1,1,,0
3019,29,970,Electronics,28.15,3,0,3.9,0,,0
6723,39,823,Fashion,43.75,66,0,3.2,0,L,0
6909,24,301,Home_Decor,50.22,1,0,3.6,0,,0
9370,39,64,Electronics,18.75,15,2,5.0,1,,1
4118,18,324,Fashion,27.59,14,1,4.8,1,L,0
5081,23,49,Home_Decor,31.75,47,1,3.9,0,,0
6129,25,429,Fashion,33.84,111,1,4.4,0,XXL,0
2738,39,105,Fashion,101.22,38,0,3.7,1,M,0
7304,39,616,Electronics,45.94,19,0,3.3,0,,1
8912,25,34,Electronics,119.01,17,0,4.6,1,,1
3129,35,166,Electronics,98.6,22,1,4.5,1,,0
9822,39,857,Fashion,67.89,17,0,4.6,0,S,1
6061,35,90,Fashion,10.25,107,0,3.5,1,L,0
3916,33,621,Fashion,11.74,30,0,4.2,0,M,1
922,22,98,Fashion,83.75,38,1,3.8,1,L,0
7629,18,450,Fashion,31.39,63,0,3.8,0,S,1
8506,31,68,Fashion,23.09,44,0,4.0,1,XS,1
6500,30,176,Electronics,36.48,91,0,3.8,0,,0
2602,42,30,Electronics,43.79,106,0,3.2,0,,0
6761,44,168,Fashion,22.29,81,0,3.6,0,M,1
9288,39,68,Fashion,10.0,154,0,2.7,0,L,0
8310,31,840,Electronics,57.46,6,0,3.9,0,,0
2745,18,782,Electronics,56.67,44,0,4.7,0,,0
3575,19,131,Fashion,58.14,5,1,4.2,0,L,0
63,21,89,Fashion,22.02,25,1,3.9,0,S,0
9511,18,732,Fashion,48.28,14,0,3.9,1,L,0
4204,23,844,Fashion,12.36,21,0,3.9,0,XL,1
7926,42,417,Electronics,16.88,97,0,4.7,0,,0
3830,40,47,Fashion,19.91,87,1,3.6,0,M,1
1384,27,177,Fashion,44.7,31,0,4.2,0,S,0
1968,33,74,Fashion,32.33,15,0,3.5,0,M,0
9916,38,547,Electronics,11.8,208,0,3.8,0,,0
1645,22,387,Fashion,53.43,10,1,4.5,0,M,0
8251,30,298,Fashion,69.36,1,1,4.2,0,M,0
8149,38,238,Electronics,12.95,15,0,3.5,0,,0
6542,18,1096,Fashion,17.77,33,1,5.0,1,M,1
9455,44,1125,Fashion,76.26,99,0,3.9,0,XS,0
4603,54,247,Fashion,12.05,186,0,4.7,0,XXL,0
6114,24,78,Electronics,60.17,106,0,3.2,1,,0
4124,37,15,Electronics,50.04,69,0,3.8,1,,1
9194,39,343,Fashion,32.32,1,0,4.3,1,M,1
4387,26,262,Electronics,38.56,22,1,4.5,0,,0
5179,33,232,Fashion,20.4,76,0,4.0,0,M,1
9007,32,157,Home_Decor,35.32,50,1,3.3,0,,1
5543,49,121,Fashion,28.14,2,0,3.6,0,M,0
6249,18,159,Fashion,192.62,69,0,4.5,0,M,0
8089,40,313,Electronics,16.84,5,0,5.0,1,,0
8930,36,1440,Fashion,153.66,84,0,4.2,0,XL,1
596,28,460,Fashion,10.0,67,0,3.8,0,M,0
6685,35,29,Fashion,129.58,14,1,3.8,0,S,1
5073,42,193,Home_Decor,10.0,65,0,4.3,1,,0
8163,44,777,Home_Decor,22.8,34,1,3.7,1,,0
859,28,649,Electronics,17.15,0,0,2.9,1,,0
3306,47,261,Fashion,24.36,21,2,4.2,0,L,0
3707,28,33,Fashion,173.06,58,0,3.3,0,S,0
1180,21,222,Electronics,43.42,61,1,3.8,1,,0
5529,32,534,Fashion,25.77,27,2,4.0,0,L,1
3563,18,60,Electronics,84.63,7,0,3.3,0,,0
7471,46,543,Home_Decor,40.25,78,0,3.4,0,,0
4302,18,234,Fashion,90.5,77,0,4.9,1,L,0
1861,33,639,Fashion,19.53,213,0,3.2,1,L,1
9867,38,344,Electronics,94.04,253,3,3.6,0,,0
3392,25,9,Fashion,118.2,21,0,4.3,0,L,0
7097,67,144,Home_Decor,113.31,9,2,3.9,0,,0
74,53,319,Fashion,21.33,8,0,5.0,0,S,0
4121,27,768,Fashion,23.99,21,1,3.7,0,L,1
1179,23,438,Fashion,30.52,6,0,4.4,0,L,1
2626,24,429,Electronics,119.46,14,0,4.5,1,,1
8899,22,341,Fashion,10.0,4,0,4.0,0,L,1
5978,42,245,Fashion,15.66,20,0,4.2,1,S,1
5989,40,667,Fashion,187.9,68,0,4.5,1,M,1
6342,33,56,Fashion,30.38,21,0,4.0,0,L,0
902,30,693,Fashion,12.35,127,1,3.4,0,XS,0
34,22,109,Electronics,105.42,59,1,4.1,0,,0
7605,38,328,Fashion,42.78,19,1,3.7,0,XL,0
489,55,72,Fashion,20.5,17,1,3.9,0,XL,1
2927,33,44,Home_Decor,14.8,62,0,3.8,1,,1
6312,49,0,Home_Decor,250.74,40,0,4.6,0,,1
5076,36,680,Electronics,24.05,57,0,3.9,1,,0
2015,44,460,Electronics,56.21,10,1,2.8,0,,0
3130,30,774,Fashion,45.69,54,0,4.2,0,XS,0
7832,43,124,Fashion,74.18,45,0,5.0,0,XXL,0
4853,41,300,Fashion,17.32,24,0,3.6,0,L,1
317,43,153,Fashion,15.57,11,0,4.9,1,S,0
6040,44,619,Electronics,25.78,100,0,4.3,0,,1
1171,44,227,Electronics,10.0,8,1,4.0,0,,0
9475,18,63,Fashion,42.32,9,1,3.9,0,XL,0
4803,18,550,Electronics,48.43,31,0,4.1,0,,1
7908,31,343,Electronics,122.55,8,0,4.3,0,,0
3742,41,841,Electronics,33.16,73,1,5.0,1,,0
6417,19,939,Fashion,54.9,14,0,3.1,1,L,0
693,22,108,Electronics,19.41,7,0,3.8,1,,0
287,33,199,Fashion,10.85,119,1,4.2,0,S,0
1289,21,30,Electronics,74.82,66,0,3.4,0,,0
6780,33,269,Home_Decor,14.34,29,1,4.3,0,,0
5767,42,491,Electronics,36.3,95,0,2.9,1,,0
9203,29,331,Fashion,68.25,22,0,4.5,0,M,1
6461,30,1493,Fashion,45.01,127,1,4.1,0,M,0
4762,43,119,Fashion,15.39,5,0,4.2,0,L,0
1505,32,407,Fashion,18.0,47,0,3.9,0,M,0
2368,18,601,Electronics,58.42,73,1,3.2,1,,0
7228,34,498,Electronics,10.0,22,0,4.3,0,,0
862,18,31,Electronics,19.89,104,1,4.6,0,,0
3322,24,277,Fashion,60.46,1,0,4.2,1,L,0
2076,31,203,Electronics,47.79,3,1,3.4,0,,0
4617,48,143,Fashion,41.77,98,0,3.9,1,S,0
4809,52,162,Fashion,33.59,19,0,5.0,0,L,1
9522,58,430,Electronics,33.38,34,0,3.4,1,,0
7949,46,126,Electronics,28.5,7,0,4.1,0,,1
1483,55,372,Electronics,10.58,105,2,3.8,0,,0
9441,18,386,Fashion,27.29,59,0,3.9,1,S,0
8236,44,453,Home_Decor,96.47,34,1,3.8,0,,0
9355,18,242,Fashion,21.87,29,0,3.9,1,L,1
5659,51,332,Home_Decor,50.44,11,1,3.3,0,,1
7851,59,1267,Fashion,52.4,68,0,4.1,1,S,0
9094,50,181,Home_Decor,10.58,23,0,4.5,1,,0
3457,48,257,Fashion,19.6,37,1,3.7,0,M,1
456,25,292,Fashion,22.01,23,1,5.0,0,L,1
4152,48,620,Electronics,100.81,58,1,4.0,0,,1
4080,31,43,Home_Decor,26.01,13,2,5.0,0,,0
1391,40,190,Electronics,28.06,22,1,3.2,0,,0
3037,30,86,Fashion,18.9,118,1,3.4,0,S,0
5498,27,211,Fashion,40.16,1,0,2.8,1,L,0
2544,31,279,Fashion,53.74,72,1,2.9,0,L,1
2750,32,186,Home_Decor,22.25,9,0,4.9,0,,0
5232,41,177,Home_Decor,10.0,0,0,2.9,0,,0
7257,34,23,Electronics,88.71,21,1,4.5,0,,0
1708,57,636,Electronics,10.0,30,0,4.1,1,,0
7632,24,30,Fashion,108.55,5,1,5.0,1,M,1
8591,52,261,Fashion,22.52,109,2,2.3,0,M,1
7698,18,521,Fashion,28.91,16,0,5.0,0,M,1
8597,29,182,Electronics,60.27,13,0,4.6,0,,0
8719,41,679,Home_Decor,36.61,1,0,3.5,0,,0
548,32,226,Fashion,10.0,1,0,4.4,1,M,0
8504,31,311,Home_Decor,78.43,4,1,4.3,1,,0
5973,43,693,Electronics,73.7,0,1,3.5,0,,0
9930,41,622,Electronics,152.54,96,0,3.7,0,,0
